,country,month,number,year,type,date
0,総数,1,2689339.0,2019,actual_number,2019-01-01
1,アジア計,1,2366944.0,2019,actual_number,2019-01-01
2,韓国,1,779383.0,2019,actual_number,2019-01-01
3,中国,1,754421.0,2019,actual_number,2019-01-01
4,台湾,1,387498.0,2019,actual_number,2019-01-01
5,香港,1,154292.0,2019,actual_number,2019-01-01
6,タイ,1,92649.0,2019,actual_number,2019-01-01
7,シンガポール,1,22676.0,2019,actual_number,2019-01-01
8,マレーシア,1,31399.0,2019,actual_number,2019-01-01
9,インドネシア,1,32477.0,2019,actual_number,2019-01-01
10,フィリピン,1,35987.0,2019,actual_number,2019-01-01
11,ベトナム,1,35375.0,2019,actual_number,2019-01-01
12,インド,1,12468.0,2019,actual_number,2019-01-01
13,マカオ,1,6608.0,2019,actual_number,2019-01-01
14,イスラエル,1,1107.0,2019,actual_number,2019-01-01
15,モンゴル,1,2893.0,2019,actual_number,2019-01-01
16,トルコ,1,1153.0,2019,actual_number,2019-01-01
17,その他アジア,1,16558.0,2019,actual_number,2019-01-01
18,ヨーロッパ計,1,92337.0,2019,actual_number,2019-01-01
19,英国,1,21554.0,2019,actual_number,2019-01-01
20,フランス,1,15320.0,2019,actual_number,2019-01-01
21,ドイツ,1,11358.0,2019,actual_number,2019-01-01
22,イタリア,1,6033.0,2019,actual_number,2019-01-01
23,ロシア,1,6316.0,2019,actual_number,2019-01-01
24,スペイン,1,4382.0,2019,actual_number,2019-01-01
25,スウェーデン,1,3509.0,2019,actual_number,2019-01-01
26,オランダ,1,3321.0,2019,actual_number,2019-01-01
27,スイス,1,2399.0,2019,actual_number,2019-01-01
28,ベルギー,1,1572.0,2019,actual_number,2019-01-01
29,フィンランド,1,1875.0,2019,actual_number,2019-01-01
30,ポーランド,1,1517.0,2019,actual_number,2019-01-01
31,デンマーク,1,1544.0,2019,actual_number,2019-01-01
32,ノルウェー,1,1537.0,2019,actual_number,2019-01-01
33,オーストリア,1,1382.0,2019,actual_number,2019-01-01
34,ポルトガル,1,1587.0,2019,actual_number,2019-01-01
35,アイルランド,1,1316.0,2019,actual_number,2019-01-01
36,その他ヨーロッパ,1,5815.0,2019,actual_number,2019-01-01
37,アフリカ計,1,2777.0,2019,actual_number,2019-01-01
38,北アメリカ計,1,130340.0,2019,actual_number,2019-01-01
39,米国,1,103191.0,2019,actual_number,2019-01-01
40,カナダ,1,22293.0,2019,actual_number,2019-01-01
41,メキシコ,1,3615.0,2019,actual_number,2019-01-01
42,その他北アメリカ,1,1241.0,2019,actual_number,2019-01-01
43,南アメリカ計,1,7420.0,2019,actual_number,2019-01-01
44,ブラジル,1,2935.0,2019,actual_number,2019-01-01
45,その他南アメリカ,1,4485.0,2019,actual_number,2019-01-01
46,オセアニア計,1,89476.0,2019,actual_number,2019-01-01
47,豪州,1,81063.0,2019,actual_number,2019-01-01
48,ニュージーランド,1,7920.0,2019,actual_number,2019-01-01
49,その他オセアニア,1,493.0,2019,actual_number,2019-01-01
50,無国籍・その他,1,45.0,2019,actual_number,2019-01-01
51,総数,2,2604322.0,2019,actual_number,2019-02-01
52,アジア計,2,2323258.0,2019,actual_number,2019-02-01
53,韓国,2,715804.0,2019,actual_number,2019-02-01
54,中国,2,723617.0,2019,actual_number,2019-02-01
55,台湾,2,399829.0,2019,actual_number,2019-02-01
56,香港,2,179324.0,2019,actual_number,2019-02-01
57,タイ,2,107845.0,2019,actual_number,2019-02-01
58,シンガポール,2,26102.0,2019,actual_number,2019-02-01
59,マレーシア,2,36660.0,2019,actual_number,2019-02-01
60,インドネシア,2,24622.0,2019,actual_number,2019-02-01
61,フィリピン,2,35170.0,2019,actual_number,2019-02-01
62,ベトナム,2,39377.0,2019,actual_number,2019-02-01
63,インド,2,9071.0,2019,actual_number,2019-02-01
64,マカオ,2,7933.0,2019,actual_number,2019-02-01
65,イスラエル,2,1524.0,2019,actual_number,2019-02-01
66,モンゴル,2,2108.0,2019,actual_number,2019-02-01
67,トルコ,2,1105.0,2019,actual_number,2019-02-01
68,その他アジア,2,13167.0,2019,actual_number,2019-02-01
69,ヨーロッパ計,2,99499.0,2019,actual_number,2019-02-01
70,英国,2,23554.0,2019,actual_number,2019-02-01
71,フランス,2,17397.0,2019,actual_number,2019-02-01
72,ドイツ,2,13384.0,2019,actual_number,2019-02-01
73,イタリア,2,5897.0,2019,actual_number,2019-02-01
74,ロシア,2,5601.0,2019,actual_number,2019-02-01
75,スペイン,2,4533.0,2019,actual_number,2019-02-01
76,スウェーデン,2,3228.0,2019,actual_number,2019-02-01
77,オランダ,2,4139.0,2019,actual_number,2019-02-01
78,スイス,2,2568.0,2019,actual_number,2019-02-01
79,ベルギー,2,1849.0,2019,actual_number,2019-02-01
80,フィンランド,2,2213.0,2019,actual_number,2019-02-01
81,ポーランド,2,1591.0,2019,actual_number,2019-02-01
82,デンマーク,2,1843.0,2019,actual_number,2019-02-01
83,ノルウェー,2,1640.0,2019,actual_number,2019-02-01
84,オーストリア,2,1479.0,2019,actual_number,2019-02-01
85,ポルトガル,2,1571.0,2019,actual_number,2019-02-01
86,アイルランド,2,1333.0,2019,actual_number,2019-02-01
87,その他ヨーロッパ,2,5679.0,2019,actual_number,2019-02-01
88,アフリカ計,2,2337.0,2019,actual_number,2019-02-01
89,北アメリカ計,2,120332.0,2019,actual_number,2019-02-01
90,米国,2,92669.0,2019,actual_number,2019-02-01
91,カナダ,2,23883.0,2019,actual_number,2019-02-01
92,メキシコ,2,2889.0,2019,actual_number,2019-02-01
93,その他北アメリカ,2,891.0,2019,actual_number,2019-02-01
94,南アメリカ計,2,5883.0,2019,actual_number,2019-02-01
95,ブラジル,2,2122.0,2019,actual_number,2019-02-01
96,その他南アメリカ,2,3761.0,2019,actual_number,2019-02-01
97,オセアニア計,2,52965.0,2019,actual_number,2019-02-01
98,豪州,2,47658.0,2019,actual_number,2019-02-01
99,ニュージーランド,2,5068.0,2019,actual_number,2019-02-01
100,その他オセアニア,2,239.0,2019,actual_number,2019-02-01
101,無国籍・その他,2,48.0,2019,actual_number,2019-02-01
102,総数,3,2760136.0,2019,actual_number,2019-03-01
103,アジア計,3,2287450.0,2019,actual_number,2019-03-01
104,韓国,3,585586.0,2019,actual_number,2019-03-01
105,中国,3,691279.0,2019,actual_number,2019-03-01
106,台湾,3,402433.0,2019,actual_number,2019-03-01
107,香港,3,171430.0,2019,actual_number,2019-03-01
108,タイ,3,147443.0,2019,actual_number,2019-03-01
109,シンガポール,3,43687.0,2019,actual_number,2019-03-01
110,マレーシア,3,50615.0,2019,actual_number,2019-03-01
111,インドネシア,3,39609.0,2019,actual_number,2019-03-01
112,フィリピン,3,48277.0,2019,actual_number,2019-03-01
113,ベトナム,3,47881.0,2019,actual_number,2019-03-01
114,インド,3,17752.0,2019,actual_number,2019-03-01
115,マカオ,3,8045.0,2019,actual_number,2019-03-01
116,イスラエル,3,6032.0,2019,actual_number,2019-03-01
117,モンゴル,3,2989.0,2019,actual_number,2019-03-01
118,トルコ,3,2181.0,2019,actual_number,2019-03-01
119,その他アジア,3,22211.0,2019,actual_number,2019-03-01
120,ヨーロッパ計,3,186225.0,2019,actual_number,2019-03-01
121,英国,3,38610.0,2019,actual_number,2019-03-01
122,フランス,3,29408.0,2019,actual_number,2019-03-01
123,ドイツ,3,28659.0,2019,actual_number,2019-03-01
124,イタリア,3,14956.0,2019,actual_number,2019-03-01
125,ロシア,3,11701.0,2019,actual_number,2019-03-01
126,スペイン,3,8916.0,2019,actual_number,2019-03-01
127,スウェーデン,3,5461.0,2019,actual_number,2019-03-01
128,オランダ,3,7071.0,2019,actual_number,2019-03-01
129,スイス,3,5066.0,2019,actual_number,2019-03-01
130,ベルギー,3,3547.0,2019,actual_number,2019-03-01
131,フィンランド,3,2729.0,2019,actual_number,2019-03-01
132,ポーランド,3,4188.0,2019,actual_number,2019-03-01
133,デンマーク,3,3132.0,2019,actual_number,2019-03-01
134,ノルウェー,3,2335.0,2019,actual_number,2019-03-01
135,オーストリア,3,2498.0,2019,actual_number,2019-03-01
136,ポルトガル,3,2538.0,2019,actual_number,2019-03-01
137,アイルランド,3,1970.0,2019,actual_number,2019-03-01
138,その他ヨーロッパ,3,13440.0,2019,actual_number,2019-03-01
139,アフリカ計,3,3952.0,2019,actual_number,2019-03-01
140,北アメリカ計,3,221773.0,2019,actual_number,2019-03-01
141,米国,3,176564.0,2019,actual_number,2019-03-01
142,カナダ,3,37959.0,2019,actual_number,2019-03-01
143,メキシコ,3,5740.0,2019,actual_number,2019-03-01
144,その他北アメリカ,3,1510.0,2019,actual_number,2019-03-01
145,南アメリカ計,3,10689.0,2019,actual_number,2019-03-01
146,ブラジル,3,5070.0,2019,actual_number,2019-03-01
147,その他南アメリカ,3,5619.0,2019,actual_number,2019-03-01
148,オセアニア計,3,49987.0,2019,actual_number,2019-03-01
149,豪州,3,44175.0,2019,actual_number,2019-03-01
150,ニュージーランド,3,5393.0,2019,actual_number,2019-03-01
151,その他オセアニア,3,419.0,2019,actual_number,2019-03-01
152,無国籍・その他,3,60.0,2019,actual_number,2019-03-01
153,総数,4,2926685.0,2019,actual_number,2019-04-01
154,アジア計,4,2369734.0,2019,actual_number,2019-04-01
155,韓国,4,566624.0,2019,actual_number,2019-04-01
156,中国,4,726132.0,2019,actual_number,2019-04-01
157,台湾,4,403467.0,2019,actual_number,2019-04-01
158,香港,4,194806.0,2019,actual_number,2019-04-01
159,タイ,4,164817.0,2019,actual_number,2019-04-01
160,シンガポール,4,36704.0,2019,actual_number,2019-04-01
161,マレーシア,4,46092.0,2019,actual_number,2019-04-01
162,インドネシア,4,39768.0,2019,actual_number,2019-04-01
163,フィリピン,4,69266.0,2019,actual_number,2019-04-01
164,ベトナム,4,55295.0,2019,actual_number,2019-04-01
165,インド,4,18376.0,2019,actual_number,2019-04-01
166,マカオ,4,6873.0,2019,actual_number,2019-04-01
167,イスラエル,4,7453.0,2019,actual_number,2019-04-01
168,モンゴル,4,2650.0,2019,actual_number,2019-04-01
169,トルコ,4,2483.0,2019,actual_number,2019-04-01
170,その他アジア,4,28928.0,2019,actual_number,2019-04-01
171,ヨーロッパ計,4,240955.0,2019,actual_number,2019-04-01
172,英国,4,44537.0,2019,actual_number,2019-04-01
173,フランス,4,46005.0,2019,actual_number,2019-04-01
174,ドイツ,4,27829.0,2019,actual_number,2019-04-01
175,イタリア,4,24062.0,2019,actual_number,2019-04-01
176,ロシア,4,13787.0,2019,actual_number,2019-04-01
177,スペイン,4,13858.0,2019,actual_number,2019-04-01
178,スウェーデン,4,6702.0,2019,actual_number,2019-04-01
179,オランダ,4,9476.0,2019,actual_number,2019-04-01
180,スイス,4,7983.0,2019,actual_number,2019-04-01
181,ベルギー,4,5258.0,2019,actual_number,2019-04-01
182,フィンランド,4,2604.0,2019,actual_number,2019-04-01
183,ポーランド,4,5972.0,2019,actual_number,2019-04-01
184,デンマーク,4,4215.0,2019,actual_number,2019-04-01
185,ノルウェー,4,3756.0,2019,actual_number,2019-04-01
186,オーストリア,4,3451.0,2019,actual_number,2019-04-01
187,ポルトガル,4,3527.0,2019,actual_number,2019-04-01
188,アイルランド,4,2481.0,2019,actual_number,2019-04-01
189,その他ヨーロッパ,4,15452.0,2019,actual_number,2019-04-01
190,アフリカ計,4,3933.0,2019,actual_number,2019-04-01
191,北アメリカ計,4,219055.0,2019,actual_number,2019-04-01
192,米国,4,170247.0,2019,actual_number,2019-04-01
193,カナダ,4,38897.0,2019,actual_number,2019-04-01
194,メキシコ,4,8222.0,2019,actual_number,2019-04-01
195,その他北アメリカ,4,1689.0,2019,actual_number,2019-04-01
196,南アメリカ計,4,13089.0,2019,actual_number,2019-04-01
197,ブラジル,4,5726.0,2019,actual_number,2019-04-01
198,その他南アメリカ,4,7363.0,2019,actual_number,2019-04-01
199,オセアニア計,4,79852.0,2019,actual_number,2019-04-01
200,豪州,4,70504.0,2019,actual_number,2019-04-01
201,ニュージーランド,4,9010.0,2019,actual_number,2019-04-01
202,その他オセアニア,4,338.0,2019,actual_number,2019-04-01
203,無国籍・その他,4,67.0,2019,actual_number,2019-04-01
204,総数,5,2773091.0,2019,actual_number,2019-05-01
205,アジア計,5,2344872.0,2019,actual_number,2019-05-01
206,韓国,5,603394.0,2019,actual_number,2019-05-01
207,中国,5,756365.0,2019,actual_number,2019-05-01
208,台湾,5,426537.0,2019,actual_number,2019-05-01
209,香港,5,189007.0,2019,actual_number,2019-05-01
210,タイ,5,107857.0,2019,actual_number,2019-05-01
211,シンガポール,5,37650.0,2019,actual_number,2019-05-01
212,マレーシア,5,42629.0,2019,actual_number,2019-05-01
213,インドネシア,5,30107.0,2019,actual_number,2019-05-01
214,フィリピン,5,59578.0,2019,actual_number,2019-05-01
215,ベトナム,5,39900.0,2019,actual_number,2019-05-01
216,インド,5,19914.0,2019,actual_number,2019-05-01
217,マカオ,5,8538.0,2019,actual_number,2019-05-01
218,イスラエル,5,3164.0,2019,actual_number,2019-05-01
219,モンゴル,5,2166.0,2019,actual_number,2019-05-01
220,トルコ,5,1906.0,2019,actual_number,2019-05-01
221,その他アジア,5,16160.0,2019,actual_number,2019-05-01
222,ヨーロッパ計,5,164278.0,2019,actual_number,2019-05-01
223,英国,5,31642.0,2019,actual_number,2019-05-01
224,フランス,5,30863.0,2019,actual_number,2019-05-01
225,ドイツ,5,21552.0,2019,actual_number,2019-05-01
226,イタリア,5,12463.0,2019,actual_number,2019-05-01
227,ロシア,5,9691.0,2019,actual_number,2019-05-01
228,スペイン,5,9971.0,2019,actual_number,2019-05-01
229,スウェーデン,5,4171.0,2019,actual_number,2019-05-01
230,オランダ,5,7502.0,2019,actual_number,2019-05-01
231,スイス,5,4608.0,2019,actual_number,2019-05-01
232,ベルギー,5,3351.0,2019,actual_number,2019-05-01
233,フィンランド,5,3102.0,2019,actual_number,2019-05-01
234,ポーランド,5,3442.0,2019,actual_number,2019-05-01
235,デンマーク,5,2404.0,2019,actual_number,2019-05-01
236,ノルウェー,5,1537.0,2019,actual_number,2019-05-01
237,オーストリア,5,2179.0,2019,actual_number,2019-05-01
238,ポルトガル,5,2728.0,2019,actual_number,2019-05-01
239,アイルランド,5,1949.0,2019,actual_number,2019-05-01
240,その他ヨーロッパ,5,11123.0,2019,actual_number,2019-05-01
241,アフリカ計,5,2847.0,2019,actual_number,2019-05-01
242,北アメリカ計,5,199117.0,2019,actual_number,2019-05-01
243,米国,5,156962.0,2019,actual_number,2019-05-01
244,カナダ,5,35335.0,2019,actual_number,2019-05-01
245,メキシコ,5,5482.0,2019,actual_number,2019-05-01
246,その他北アメリカ,5,1338.0,2019,actual_number,2019-05-01
247,南アメリカ計,5,9033.0,2019,actual_number,2019-05-01
248,ブラジル,5,4244.0,2019,actual_number,2019-05-01
249,その他南アメリカ,5,4789.0,2019,actual_number,2019-05-01
250,オセアニア計,5,52878.0,2019,actual_number,2019-05-01
251,豪州,5,46223.0,2019,actual_number,2019-05-01
252,ニュージーランド,5,6222.0,2019,actual_number,2019-05-01
253,その他オセアニア,5,433.0,2019,actual_number,2019-05-01
254,無国籍・その他,5,66.0,2019,actual_number,2019-05-01
255,総数,6,2880041.0,2019,actual_number,2019-06-01
256,アジア計,6,2483217.0,2019,actual_number,2019-06-01
257,韓国,6,611867.0,2019,actual_number,2019-06-01
258,中国,6,880651.0,2019,actual_number,2019-06-01
259,台湾,6,461085.0,2019,actual_number,2019-06-01
260,香港,6,209030.0,2019,actual_number,2019-06-01
261,タイ,6,62984.0,2019,actual_number,2019-06-01
262,シンガポール,6,47264.0,2019,actual_number,2019-06-01
263,マレーシア,6,30534.0,2019,actual_number,2019-06-01
264,インドネシア,6,49290.0,2019,actual_number,2019-06-01
265,フィリピン,6,46842.0,2019,actual_number,2019-06-01
266,ベトナム,6,35419.0,2019,actual_number,2019-06-01
267,インド,6,15359.0,2019,actual_number,2019-06-01
268,マカオ,6,9962.0,2019,actual_number,2019-06-01
269,イスラエル,6,1644.0,2019,actual_number,2019-06-01
270,モンゴル,6,2570.0,2019,actual_number,2019-06-01
271,トルコ,6,2736.0,2019,actual_number,2019-06-01
272,その他アジア,6,15980.0,2019,actual_number,2019-06-01
273,ヨーロッパ計,6,134028.0,2019,actual_number,2019-06-01
274,英国,6,25801.0,2019,actual_number,2019-06-01
275,フランス,6,21317.0,2019,actual_number,2019-06-01
276,ドイツ,6,15697.0,2019,actual_number,2019-06-01
277,イタリア,6,11357.0,2019,actual_number,2019-06-01
278,ロシア,6,8844.0,2019,actual_number,2019-06-01
279,スペイン,6,9762.0,2019,actual_number,2019-06-01
280,スウェーデン,6,5321.0,2019,actual_number,2019-06-01
281,オランダ,6,4930.0,2019,actual_number,2019-06-01
282,スイス,6,3145.0,2019,actual_number,2019-06-01
283,ベルギー,6,2553.0,2019,actual_number,2019-06-01
284,フィンランド,6,3054.0,2019,actual_number,2019-06-01
285,ポーランド,6,2721.0,2019,actual_number,2019-06-01
286,デンマーク,6,1980.0,2019,actual_number,2019-06-01
287,ノルウェー,6,2453.0,2019,actual_number,2019-06-01
288,オーストリア,6,1732.0,2019,actual_number,2019-06-01
289,ポルトガル,6,2577.0,2019,actual_number,2019-06-01
290,アイルランド,6,1887.0,2019,actual_number,2019-06-01
291,その他ヨーロッパ,6,8897.0,2019,actual_number,2019-06-01
292,アフリカ計,6,3852.0,2019,actual_number,2019-06-01
293,北アメリカ計,6,207718.0,2019,actual_number,2019-06-01
294,米国,6,175491.0,2019,actual_number,2019-06-01
295,カナダ,6,25402.0,2019,actual_number,2019-06-01
296,メキシコ,6,5676.0,2019,actual_number,2019-06-01
297,その他北アメリカ,6,1149.0,2019,actual_number,2019-06-01
298,南アメリカ計,6,7794.0,2019,actual_number,2019-06-01
299,ブラジル,6,3363.0,2019,actual_number,2019-06-01
300,その他南アメリカ,6,4431.0,2019,actual_number,2019-06-01
301,オセアニア計,6,43360.0,2019,actual_number,2019-06-01
302,豪州,6,37283.0,2019,actual_number,2019-06-01
303,ニュージーランド,6,5541.0,2019,actual_number,2019-06-01
304,その他オセアニア,6,536.0,2019,actual_number,2019-06-01
305,無国籍・その他,6,72.0,2019,actual_number,2019-06-01
306,総数,7,2991189.0,2019,actual_number,2019-07-01
307,アジア計,7,2563058.0,2019,actual_number,2019-07-01
308,韓国,7,561675.0,2019,actual_number,2019-07-01
309,中国,7,1050420.0,2019,actual_number,2019-07-01
310,台湾,7,459216.0,2019,actual_number,2019-07-01
311,香港,7,216810.0,2019,actual_number,2019-07-01
312,タイ,7,73202.0,2019,actual_number,2019-07-01
313,シンガポール,7,21716.0,2019,actual_number,2019-07-01
314,マレーシア,7,22957.0,2019,actual_number,2019-07-01
315,インドネシア,7,25215.0,2019,actual_number,2019-07-01
316,フィリピン,7,37771.0,2019,actual_number,2019-07-01
317,ベトナム,7,40762.0,2019,actual_number,2019-07-01
318,インド,7,13222.0,2019,actual_number,2019-07-01
319,マカオ,7,16358.0,2019,actual_number,2019-07-01
320,イスラエル,7,2221.0,2019,actual_number,2019-07-01
321,モンゴル,7,2203.0,2019,actual_number,2019-07-01
322,トルコ,7,2025.0,2019,actual_number,2019-07-01
323,その他アジア,7,17285.0,2019,actual_number,2019-07-01
324,ヨーロッパ計,7,178049.0,2019,actual_number,2019-07-01
325,英国,7,28928.0,2019,actual_number,2019-07-01
326,フランス,7,34634.0,2019,actual_number,2019-07-01
327,ドイツ,7,18593.0,2019,actual_number,2019-07-01
328,イタリア,7,13566.0,2019,actual_number,2019-07-01
329,ロシア,7,9005.0,2019,actual_number,2019-07-01
330,スペイン,7,15771.0,2019,actual_number,2019-07-01
331,スウェーデン,7,4364.0,2019,actual_number,2019-07-01
332,オランダ,7,10459.0,2019,actual_number,2019-07-01
333,スイス,7,6489.0,2019,actual_number,2019-07-01
334,ベルギー,7,5166.0,2019,actual_number,2019-07-01
335,フィンランド,7,2108.0,2019,actual_number,2019-07-01
336,ポーランド,7,3217.0,2019,actual_number,2019-07-01
337,デンマーク,7,4972.0,2019,actual_number,2019-07-01
338,ノルウェー,7,3320.0,2019,actual_number,2019-07-01
339,オーストリア,7,3005.0,2019,actual_number,2019-07-01
340,ポルトガル,7,2828.0,2019,actual_number,2019-07-01
341,アイルランド,7,1889.0,2019,actual_number,2019-07-01
342,その他ヨーロッパ,7,9735.0,2019,actual_number,2019-07-01
343,アフリカ計,7,3651.0,2019,actual_number,2019-07-01
344,北アメリカ計,7,196104.0,2019,actual_number,2019-07-01
345,米国,7,156865.0,2019,actual_number,2019-07-01
346,カナダ,7,29285.0,2019,actual_number,2019-07-01
347,メキシコ,7,8661.0,2019,actual_number,2019-07-01
348,その他北アメリカ,7,1293.0,2019,actual_number,2019-07-01
349,南アメリカ計,7,8712.0,2019,actual_number,2019-07-01
350,ブラジル,7,4476.0,2019,actual_number,2019-07-01
351,その他南アメリカ,7,4236.0,2019,actual_number,2019-07-01
352,オセアニア計,7,41553.0,2019,actual_number,2019-07-01
353,豪州,7,34873.0,2019,actual_number,2019-07-01
354,ニュージーランド,7,6241.0,2019,actual_number,2019-07-01
355,その他オセアニア,7,439.0,2019,actual_number,2019-07-01
356,無国籍・その他,7,62.0,2019,actual_number,2019-07-01
357,総数,8,2520100.0,2019,actual_number,2019-08-01
358,アジア計,8,,2019,actual_number,2019-08-01
359,韓国,8,308700.0,2019,actual_number,2019-08-01
360,中国,8,1000600.0,2019,actual_number,2019-08-01
361,台湾,8,420300.0,2019,actual_number,2019-08-01
362,香港,8,190300.0,2019,actual_number,2019-08-01
363,タイ,8,49600.0,2019,actual_number,2019-08-01
364,シンガポール,8,19700.0,2019,actual_number,2019-08-01
365,マレーシア,8,19800.0,2019,actual_number,2019-08-01
366,インドネシア,8,16200.0,2019,actual_number,2019-08-01
367,フィリピン,8,31500.0,2019,actual_number,2019-08-01
368,ベトナム,8,43700.0,2019,actual_number,2019-08-01
369,インド,8,13300.0,2019,actual_number,2019-08-01
370,マカオ,8,,2019,actual_number,2019-08-01
371,イスラエル,8,,2019,actual_number,2019-08-01
372,モンゴル,8,,2019,actual_number,2019-08-01
373,トルコ,8,,2019,actual_number,2019-08-01
374,その他アジア,8,,2019,actual_number,2019-08-01
375,ヨーロッパ計,8,,2019,actual_number,2019-08-01
376,英国,8,26200.0,2019,actual_number,2019-08-01
377,フランス,8,30900.0,2019,actual_number,2019-08-01
378,ドイツ,8,17300.0,2019,actual_number,2019-08-01
379,イタリア,8,22800.0,2019,actual_number,2019-08-01
380,ロシア,8,8300.0,2019,actual_number,2019-08-01
381,スペイン,8,20000.0,2019,actual_number,2019-08-01
382,スウェーデン,8,,2019,actual_number,2019-08-01
383,オランダ,8,,2019,actual_number,2019-08-01
384,スイス,8,,2019,actual_number,2019-08-01
385,ベルギー,8,,2019,actual_number,2019-08-01
386,フィンランド,8,,2019,actual_number,2019-08-01
387,ポーランド,8,,2019,actual_number,2019-08-01
388,デンマーク,8,,2019,actual_number,2019-08-01
389,ノルウェー,8,,2019,actual_number,2019-08-01
390,オーストリア,8,,2019,actual_number,2019-08-01
391,ポルトガル,8,,2019,actual_number,2019-08-01
392,アイルランド,8,,2019,actual_number,2019-08-01
393,その他ヨーロッパ,8,,2019,actual_number,2019-08-01
394,アフリカ計,8,,2019,actual_number,2019-08-01
395,北アメリカ計,8,,2019,actual_number,2019-08-01
396,米国,8,117800.0,2019,actual_number,2019-08-01
397,カナダ,8,27600.0,2019,actual_number,2019-08-01
398,メキシコ,8,,2019,actual_number,2019-08-01
399,その他北アメリカ,8,,2019,actual_number,2019-08-01
400,南アメリカ計,8,,2019,actual_number,2019-08-01
401,ブラジル,8,,2019,actual_number,2019-08-01
402,その他南アメリカ,8,,2019,actual_number,2019-08-01
403,オセアニア計,8,,2019,actual_number,2019-08-01
404,豪州,8,27000.0,2019,actual_number,2019-08-01
405,ニュージーランド,8,,2019,actual_number,2019-08-01
406,その他オセアニア,8,,2019,actual_number,2019-08-01
407,無国籍・その他,8,,2019,actual_number,2019-08-01
408,総数,9,2272900.0,2019,actual_number,2019-09-01
409,アジア計,9,,2019,actual_number,2019-09-01
410,韓国,9,201200.0,2019,actual_number,2019-09-01
411,中国,9,819100.0,2019,actual_number,2019-09-01
412,台湾,9,376200.0,2019,actual_number,2019-09-01
413,香港,9,155900.0,2019,actual_number,2019-09-01
414,タイ,9,62100.0,2019,actual_number,2019-09-01
415,シンガポール,9,29100.0,2019,actual_number,2019-09-01
416,マレーシア,9,28800.0,2019,actual_number,2019-09-01
417,インドネシア,9,25000.0,2019,actual_number,2019-09-01
418,フィリピン,9,37800.0,2019,actual_number,2019-09-01
419,ベトナム,9,38300.0,2019,actual_number,2019-09-01
420,インド,9,15900.0,2019,actual_number,2019-09-01
421,マカオ,9,,2019,actual_number,2019-09-01
422,イスラエル,9,,2019,actual_number,2019-09-01
423,モンゴル,9,,2019,actual_number,2019-09-01
424,トルコ,9,,2019,actual_number,2019-09-01
425,その他アジア,9,,2019,actual_number,2019-09-01
426,ヨーロッパ計,9,,2019,actual_number,2019-09-01
427,英国,9,49600.0,2019,actual_number,2019-09-01
428,フランス,9,26500.0,2019,actual_number,2019-09-01
429,ドイツ,9,22800.0,2019,actual_number,2019-09-01
430,イタリア,9,13400.0,2019,actual_number,2019-09-01
431,ロシア,9,10500.0,2019,actual_number,2019-09-01
432,スペイン,9,11500.0,2019,actual_number,2019-09-01
433,スウェーデン,9,,2019,actual_number,2019-09-01
434,オランダ,9,,2019,actual_number,2019-09-01
435,スイス,9,,2019,actual_number,2019-09-01
436,ベルギー,9,,2019,actual_number,2019-09-01
437,フィンランド,9,,2019,actual_number,2019-09-01
438,ポーランド,9,,2019,actual_number,2019-09-01
439,デンマーク,9,,2019,actual_number,2019-09-01
440,ノルウェー,9,,2019,actual_number,2019-09-01
441,オーストリア,9,,2019,actual_number,2019-09-01
442,ポルトガル,9,,2019,actual_number,2019-09-01
443,アイルランド,9,,2019,actual_number,2019-09-01
444,その他ヨーロッパ,9,,2019,actual_number,2019-09-01
445,アフリカ計,9,,2019,actual_number,2019-09-01
446,北アメリカ計,9,,2019,actual_number,2019-09-01
447,米国,9,127200.0,2019,actual_number,2019-09-01
448,カナダ,9,28500.0,2019,actual_number,2019-09-01
449,メキシコ,9,,2019,actual_number,2019-09-01
450,その他北アメリカ,9,,2019,actual_number,2019-09-01
451,南アメリカ計,9,,2019,actual_number,2019-09-01
452,ブラジル,9,,2019,actual_number,2019-09-01
453,その他南アメリカ,9,,2019,actual_number,2019-09-01
454,オセアニア計,9,,2019,actual_number,2019-09-01
455,豪州,9,60500.0,2019,actual_number,2019-09-01
456,ニュージーランド,9,,2019,actual_number,2019-09-01
457,その他オセアニア,9,,2019,actual_number,2019-09-01
458,無国籍・その他,9,,2019,actual_number,2019-09-01
459,総数,10,,2019,actual_number,2019-10-01
460,アジア計,10,,2019,actual_number,2019-10-01
461,韓国,10,,2019,actual_number,2019-10-01
462,中国,10,,2019,actual_number,2019-10-01
463,台湾,10,,2019,actual_number,2019-10-01
464,香港,10,,2019,actual_number,2019-10-01
465,タイ,10,,2019,actual_number,2019-10-01
466,シンガポール,10,,2019,actual_number,2019-10-01
467,マレーシア,10,,2019,actual_number,2019-10-01
468,インドネシア,10,,2019,actual_number,2019-10-01
469,フィリピン,10,,2019,actual_number,2019-10-01
470,ベトナム,10,,2019,actual_number,2019-10-01
471,インド,10,,2019,actual_number,2019-10-01
472,マカオ,10,,2019,actual_number,2019-10-01
473,イスラエル,10,,2019,actual_number,2019-10-01
474,モンゴル,10,,2019,actual_number,2019-10-01
475,トルコ,10,,2019,actual_number,2019-10-01
476,その他アジア,10,,2019,actual_number,2019-10-01
477,ヨーロッパ計,10,,2019,actual_number,2019-10-01
478,英国,10,,2019,actual_number,2019-10-01
479,フランス,10,,2019,actual_number,2019-10-01
